population,manager_id,manager_name,strategy,as_of_date,measurement_basis,total_funds,current_date_funds,eligible_funds,stale_or_missing_date_funds,excluded_current_funds,coverage,constituent_fund_ids,avg_tvpi_percentile,avg_dpi_percentile,score,rank,fund_score_min,fund_score_max,scenario_score,scenario_rank,score_change_nav_haircut,status,reasons,score_balanced_50_50,rank_balanced_50_50,score_value_70_30,rank_value_70_30
fixture,MANAGER_SYNTH_00106,Synthetic Alternatives Manager 0106,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000424""]",33.3333333333,80,,,52,52,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00106,Synthetic Alternatives Manager 0106,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00106,Synthetic Alternatives Manager 0106,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000422""]",85.7142857143,100,,,91.4285714286,91.4285714286,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00107,Synthetic Alternatives Manager 0107,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00107,Synthetic Alternatives Manager 0107,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00107,Synthetic Alternatives Manager 0107,private_credit,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00107,Synthetic Alternatives Manager 0107,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00108,Synthetic Alternatives Manager 0108,fund_of_funds,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00108,Synthetic Alternatives Manager 0108,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000429""]",70.3703703704,44.4444444444,,,60,60,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00108,Synthetic Alternatives Manager 0108,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000432""]",78.9473684211,89.4736842105,,,83.1578947368,83.1578947368,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00108,Synthetic Alternatives Manager 0108,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000430""]",25,25,,,25,25,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00109,Synthetic Alternatives Manager 0109,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000434""]",40,26.6666666667,,,34.6666666667,34.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00109,Synthetic Alternatives Manager 0109,private_credit,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00109,Synthetic Alternatives Manager 0109,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000436""]",52.6315789474,52.6315789474,,,52.6315789474,52.6315789474,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00109,Synthetic Alternatives Manager 0109,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000433""]",50,38.4615384615,,,45.3846153846,45.3846153846,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00110,Synthetic Alternatives Manager 0110,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000439""]",82.0512820513,87.1794871795,,,84.1025641026,84.1025641026,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00110,Synthetic Alternatives Manager 0110,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000438""]",75.8620689655,86.2068965517,,,80,80,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00110,Synthetic Alternatives Manager 0110,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000437""]",26.6666666667,40,,,32,32,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00110,Synthetic Alternatives Manager 0110,venture,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00111,Synthetic Alternatives Manager 0111,fund_of_funds,,synthetic_basis_unspecified,2,1,0,1,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00111,Synthetic Alternatives Manager 0111,secondaries,2026-06-30,synthetic_basis_unspecified,2,1,1,1,0,0.5,"[""FUND_SYNTH_000444""]",40,13.3333333333,,,29.3333333333,29.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00112,Synthetic Alternatives Manager 0112,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00112,Synthetic Alternatives Manager 0112,growth,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00112,Synthetic Alternatives Manager 0112,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00112,Synthetic Alternatives Manager 0112,venture,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00113,Synthetic Alternatives Manager 0113,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000449""]",38.9830508475,11.8644067797,,,28.1355932203,28.1355932203,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00113,Synthetic Alternatives Manager 0113,growth,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000452""]",100,100,,,100,100,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00113,Synthetic Alternatives Manager 0113,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000451""]",15.7894736842,36.8421052632,,,24.2105263158,24.2105263158,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00114,Synthetic Alternatives Manager 0114,buyout,2026-06-30,synthetic_basis_unspecified,3,2,1,1,1,0.333333333333,"[""FUND_SYNTH_000455""]",16.9491525424,38.9830508475,,,25.7627118644,25.7627118644,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00114,Synthetic Alternatives Manager 0114,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000456""]",20.8333333333,33.3333333333,,,25.8333333333,25.8333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00115,Synthetic Alternatives Manager 0115,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00115,Synthetic Alternatives Manager 0115,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00115,Synthetic Alternatives Manager 0115,secondaries,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000459""]",73.6842105263,84.2105263158,,,77.8947368421,77.8947368421,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00116,Synthetic Alternatives Manager 0116,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000463""]",11.8644067797,30.5084745763,,,19.3220338983,19.3220338983,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00116,Synthetic Alternatives Manager 0116,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000464""]",15,17.5,,,16,16,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00116,Synthetic Alternatives Manager 0116,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000461""]",96.1538461538,46.1538461538,,,76.1538461538,76.1538461538,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,buyout,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000466"",""FUND_SYNTH_000468""]",83.2819722651,63.7904468413,75.4853620956,3,69.1525423729,81.8181818182,69.8921417566,4,-5.593220339,RANKED_DEMO,[],73.5362095532,4,77.4345146379,3
fixture,MANAGER_SYNTH_00117,Synthetic Alternatives Manager 0117,venture,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000467""]",23.0769230769,53.8461538462,,,35.3846153846,35.3846153846,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00118,Synthetic Alternatives Manager 0118,buyout,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00118,Synthetic Alternatives Manager 0118,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00118,Synthetic Alternatives Manager 0118,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000469""]",86.6666666667,46.6666666667,,,70.6666666667,70.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00118,Synthetic Alternatives Manager 0118,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000470""]",100,100,,,100,100,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00119,Synthetic Alternatives Manager 0119,growth,,synthetic_basis_unspecified,2,2,0,0,2,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00119,Synthetic Alternatives Manager 0119,private_credit,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00119,Synthetic Alternatives Manager 0119,venture,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00120,Synthetic Alternatives Manager 0120,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000478""]",93.2203389831,49.1525423729,,,75.593220339,75.593220339,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00120,Synthetic Alternatives Manager 0120,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000479""]",100,100,,,100,100,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00120,Synthetic Alternatives Manager 0120,real_estate,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00120,Synthetic Alternatives Manager 0120,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00121,Synthetic Alternatives Manager 0121,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000484""]",67.5,57.5,,,63.5,63.5,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00121,Synthetic Alternatives Manager 0121,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000483""]",31.5789473684,57.8947368421,,,42.1052631579,42.1052631579,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00121,Synthetic Alternatives Manager 0121,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000482""]",19.2307692308,3.84615384615,,,13.0769230769,13.0769230769,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00122,Synthetic Alternatives Manager 0122,buyout,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000486""]",66.6666666667,48.7179487179,,,59.4871794872,59.4871794872,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00122,Synthetic Alternatives Manager 0122,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00122,Synthetic Alternatives Manager 0122,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000487""]",71.4285714286,85.7142857143,,,77.1428571429,77.1428571429,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,buyout,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000491"",""FUND_SYNTH_000492""]",49.6088657106,59.8435462842,53.70273794,9,13.8461538462,93.5593220339,48.3441981747,8,-5.35853976537,RANKED_DEMO,[],54.7262059974,8,52.6792698826,9
fixture,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,private_credit,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00123,Synthetic Alternatives Manager 0123,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000490""]",39.2857142857,35.7142857143,,,37.8571428571,37.8571428571,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,buyout,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000495"",""FUND_SYNTH_000496""]",68.9655172413,63.7931034483,66.8965517242,5,54.8275862069,78.9655172414,59.1379310345,5,-7.75862068965,RANKED_DEMO,[],66.3793103448,5,67.4137931034,5
fixture,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000494""]",83.3333333333,83.3333333333,,,83.3333333333,83.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00124,Synthetic Alternatives Manager 0124,infrastructure,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00125,Synthetic Alternatives Manager 0125,buyout,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000500""]",67.7966101695,89.8305084746,,,76.6101694915,76.6101694915,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00125,Synthetic Alternatives Manager 0125,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00125,Synthetic Alternatives Manager 0125,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00126,Synthetic Alternatives Manager 0126,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000501""]",48.7179487179,35.8974358974,,,43.5897435897,43.5897435897,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00126,Synthetic Alternatives Manager 0126,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00126,Synthetic Alternatives Manager 0126,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000503""]",72.5,87.5,,,78.5,78.5,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00126,Synthetic Alternatives Manager 0126,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000504""]",63.1578947368,73.6842105263,,,67.3684210526,67.3684210526,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00127,Synthetic Alternatives Manager 0127,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000505""]",79.6610169492,81.3559322034,,,80.3389830508,80.3389830508,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00127,Synthetic Alternatives Manager 0127,secondaries,,synthetic_basis_unspecified,2,1,0,1,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00127,Synthetic Alternatives Manager 0127,venture,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,growth,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,private_credit,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00128,Synthetic Alternatives Manager 0128,real_estate,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000509"",""FUND_SYNTH_000512""]",60.7407407407,63.7037037037,61.9259259259,3,45.3333333333,78.5185185185,48.8148148148,2,-13.1111111111,RANKED_DEMO,[],62.2222222222,3,61.6296296296,3
fixture,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,buyout,2026-06-30,synthetic_basis_unspecified,3,3,3,0,0,1,"[""FUND_SYNTH_000513"",""FUND_SYNTH_000514"",""FUND_SYNTH_000515""]",50.8771929825,47.0561998216,49.3487957181,11,0.677966101695,79.4736842105,41.454058876,12,-7.8947368421,RANKED_DEMO,[],48.966696402,11,49.7308950342,11
fixture,MANAGER_SYNTH_00129,Synthetic Alternatives Manager 0129,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000516""]",75,89.2857142857,,,80.7142857143,80.7142857143,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00130,Synthetic Alternatives Manager 0130,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000518""]",64.406779661,86.4406779661,,,73.2203389831,73.2203389831,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00130,Synthetic Alternatives Manager 0130,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00130,Synthetic Alternatives Manager 0130,infrastructure,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00130,Synthetic Alternatives Manager 0130,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00131,Synthetic Alternatives Manager 0131,buyout,2026-06-30,synthetic_basis_unspecified,2,1,1,1,0,0.5,"[""FUND_SYNTH_000521""]",94.8717948718,94.8717948718,,,94.8717948718,94.8717948718,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00131,Synthetic Alternatives Manager 0131,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000522""]",73.3333333333,93.3333333333,,,81.3333333333,81.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00131,Synthetic Alternatives Manager 0131,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000524""]",22.2222222222,18.5185185185,,,20.7407407407,20.7407407407,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00132,Synthetic Alternatives Manager 0132,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000525""]",26.6666666667,20,,,24,24,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
