fund_id,fund_name,legal_name,fund_manager_id,fund_manager_name,strategy,sub_strategy,vintage_year,domicile,base_currency,fund_size,fund_size_currency,first_close_date,final_close_date,termination_date,fund_status,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
FUND_0093,FSV II-B,FSV II-B,,,Diversified Alternatives,Multi-Strategy,2015,,USD,513827345.471840,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,17,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0094,"FSV II-B, L.P.","FSV II-B, L.P.",,,Diversified Alternatives,Multi-Strategy,2006,,USD,265108715.232901,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0095,Glengary LLC,Glengary LLC,,,Diversified Alternatives,Multi-Strategy,2021,,USD,481543756.799914,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0096,"NCT Ventures Fund I, L.P.","NCT Ventures Fund I, L.P.",MGR_0072,NCT Ventures,Venture Capital,Venture Capital,2012,,USD,366921555.113635,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0097,"NCT Ventures Fund II, L.P.","NCT Ventures Fund II, L.P.",MGR_0072,NCT Ventures,Venture Capital,Venture Capital,2011,,USD,155972240.383231,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0098,"Primus Capital Fund VI, L.P.","Primus Capital Fund VI, L.P.",MGR_0073,Primus Capita,Diversified Alternatives,Multi-Strategy,2017,,USD,556630401.853539,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0099,"QCA First Fund III, LLC","QCA First Fund III, LLC",MGR_0074,QCA First,Diversified Alternatives,Multi-Strategy,2024,,USD,334745711.648638,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0100,"Radius Venture Partners (Ohio) III, QP, L.P.","Radius Venture Partners (Ohio) III, QP, L.P.",MGR_0075,"Radius Venture Partners (Ohio) III, QP",Venture Capital,Venture Capital,2019,,USD,530330564.399482,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0101,"Reservoir Venture Partners II, L.P.","Reservoir Venture Partners II, L.P.",MGR_0076,Reservoir Venture Partners,Venture Capital,Venture Capital,2024,,USD,375428873.048858,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0102,"River Cities Capital Fund IV, L.P.","River Cities Capital Fund IV, L.P.",MGR_0077,River Cities Capita,Diversified Alternatives,Multi-Strategy,2003,,USD,246613644.053118,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0103,"RiverVest Venture Fund II (Ohio), L.P.","RiverVest Venture Fund II (Ohio), L.P.",MGR_0078,RiverVest Venture,Venture Capital,Venture Capital,2013,,USD,219506806.702932,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0104,"RiverVest Venture Fund III (Ohio), L.P.","RiverVest Venture Fund III (Ohio), L.P.",MGR_0078,RiverVest Venture,Venture Capital,Venture Capital,2017,,USD,437256449.464895,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0105,"SunBridge Partners Technology Fund III, L.P.","SunBridge Partners Technology Fund III, L.P.",MGR_0079,SunBridge Partners Technology,Diversified Alternatives,Multi-Strategy,2020,,USD,524989335.068258,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0106,"SV Life Sciences Fund IV, L.P.","SV Life Sciences Fund IV, L.P.",MGR_0080,SV Life Sciences,Diversified Alternatives,Multi-Strategy,2012,,USD,587067172.027642,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,16,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0107,The Ohio Capital Fund LLC,The Ohio Capital Fund LLC,MGR_0001,"Buckeye Venture Partners, LLC",Diversified Alternatives,Multi-Strategy,2019,,USD,441191697.277384,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC036,3,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0108,Commonwealth Fund III,Commonwealth Fund III,MGR_0002,MassVentures,Diversified Alternatives,Multi-Strategy,2022,,USD,517227492.750164,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC038,13,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0110,Starwood Real Estate Income Trust,Starwood Real Estate Income Trust,MGR_0003,Starwood Capital Group,Real Estate,Diversified Real Estate,2018,,USD,260586151.620273,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC053,1,,,ACTIVE,2026-08-10T23:57:56Z
FUND_0111,"Versa Capital Fund II-A, L.P.","Versa Capital Fund II-A, L.P.",MGR_0005,"Versa Capital Management, LLC",Diversified Alternatives,Multi-Strategy,2015,,USD,213856812.180866,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC034,9,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0112,"Versa Capital Fund II, L.P.","Versa Capital Fund II, L.P.",MGR_0005,"Versa Capital Management, LLC",Diversified Alternatives,Multi-Strategy,2016,,USD,208551823.295229,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC034,11,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0113,Khosla Ventures III,Khosla Ventures III,MGR_0081,Khosla Ventures,Venture Capital,Venture Capital,2014,,USD,256142328.854208,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,24,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0114,Media Technology Ventures V,Media Technology Ventures V,MGR_0082,Media Technology Ventures,Venture Capital,Venture Capital,2017,,USD,354066913.541485,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,23,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0115,New Enterprise Associates 13,New Enterprise Associates 13,MGR_0083,New Enterprise Associates,Diversified Alternatives,Multi-Strategy,2013,,USD,519198640.322662,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,24,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0116,Sorenson Capital Partners II Cont. Vehicle,Sorenson Capital Partners II Cont. Vehicle,MGR_0084,Sorenson Capital Partners II Cont. Vehicle,Diversified Alternatives,Multi-Strategy,2001,,USD,528600687.550321,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,23,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0117,SV Fund IV,SV Fund IV,,,Diversified Alternatives,Multi-Strategy,2000,,USD,243723253.877853,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,24,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0118,SV Life Sciences IV CF,SV Life Sciences IV CF,MGR_0085,SV Life Sciences IV CF,Diversified Alternatives,Multi-Strategy,2019,,USD,309123859.870977,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,23,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0119,TA XI,"TA XI, L.P.",,,Secondary Investments,Multi-Strategy,2004,,USD,183489596.203484,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,23,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0120,"Utah Fund of Funds, LLC","Utah Fund of Funds, LLC",MGR_0006,Utah Capital Investment Corporation,Diversified Alternatives,Multi-Strategy,2016,,USD,380574337.827710,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC037,17,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0121,BioScience Facilities Fund,BioScience Facilities Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2016,,USD,412695814.019494,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,18,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0122,CBRA Fund,CBRA Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2012,,USD,162496322.477580,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,25,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0123,Clean Tech Fund,Clean Tech Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2009,,USD,205787700.010648,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,18,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0124,Connecticut Bioscience Innovation Fund,Connecticut Bioscience Innovation Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2024,,USD,475625753.731055,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,26,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0125,Connecticut Capital Access Fund,Connecticut Capital Access Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2023,,USD,566039526.012911,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,19,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0126,Connecticut Clean Energy Fund,Connecticut Clean Energy Fund,MGR_0007,"Connecticut Innovations, Incorporated",Natural Resources,Natural Resources,2007,,USD,454721652.462811,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,26,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0127,Connecticut State Treasurer's Short-Term Investment Fund,Connecticut State Treasurer's Short-Term Investment Fund,MGR_0086,Connecticut State Treasurer's Short-Term Investment,Diversified Alternatives,Multi-Strategy,2022,,USD,186368246.314774,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,23,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0128,Connecticut Works Fund,Connecticut Works Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2021,,USD,335515305.915034,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,19,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0129,Connecticut Works Guarantee Fund,Connecticut Works Guarantee Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2024,,USD,592310464.449840,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,19,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0130,Eli Whitney Fund,Eli Whitney Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2017,,USD,176537322.807451,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,17,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0131,Fund of Fund,Fund of Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2015,,USD,270609827.022862,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,38,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0132,Growth Fund,Growth Fund,MGR_0007,"Connecticut Innovations, Incorporated",Growth Equity,Growth Equity,2022,,USD,290553441.243345,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,18,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0134,PreSeed Fund,PreSeed Fund,MGR_0007,"Connecticut Innovations, Incorporated",Venture Capital,Venture Capital,2009,,USD,175109435.029302,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,18,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0135,Proof of Concept,Proof of Concept,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2018,,USD,388651172.270249,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,24,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0136,Regenerative Medicine Research Fund,Regenerative Medicine Research Fund,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2008,,USD,461681501.421043,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,36,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0137,Seed Fund,Seed Fund,MGR_0007,"Connecticut Innovations, Incorporated",Venture Capital,Venture Capital,2009,,USD,580113852.157371,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,24,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0138,SSBCI,SSBCI,MGR_0007,"Connecticut Innovations, Incorporated",Diversified Alternatives,Multi-Strategy,2002,,USD,402940100.870403,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC039,24,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0139,Builder Fund,Builder Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2000,,USD,478345611.231606,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,10,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0140,Business Assistance Fund,Business Assistance Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2014,,USD,200865109.451379,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,7,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0141,Coordinating Emerging Nanobiotechnology Research in Maryland Fund,Coordinating Emerging Nanobiotechnology Research in Maryland Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2017,,USD,242685297.160595,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,7,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0142,Cybersecurity Investment Fund,Cybersecurity Investment Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2006,,USD,151156746.166068,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,6,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0143,Gap Investment Fund,Gap Investment Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2004,,USD,151503152.589985,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,6,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0144,Incubator Development Fund,Incubator Development Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2009,,USD,375564922.754256,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,7,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0145,Life Science Investment Fund,Life Science Investment Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2004,,USD,445862016.636458,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,6,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0146,Maryland Innovation Initiative,Maryland Innovation Initiative,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2004,,USD,304717211.638280,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,5,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0147,Maryland Stem Cell Research Fund,Maryland Stem Cell Research Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2008,,USD,596033460.514756,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,14,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0148,Maryland Technology Commercialization Fund,Maryland Technology Commercialization Fund,MGR_0008,Maryland Technology Development Corporation,Diversified Alternatives,Multi-Strategy,2014,,USD,462884546.977755,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,5,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0149,Maryland Venture Fund,Maryland Venture Fund,MGR_0008,Maryland Technology Development Corporation,Venture Capital,Venture Capital,2000,,USD,295349753.853153,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,14,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0150,Rural Pre-Seed Investment Fund,Rural Pre-Seed Investment Fund,MGR_0008,Maryland Technology Development Corporation,Venture Capital,Venture Capital,2000,,USD,342825548.387661,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,9,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0151,Seed Investment Funds,Seed Investment Funds,MGR_0008,Maryland Technology Development Corporation,Venture Capital,Venture Capital,2020,,USD,302874536.523350,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC040,17,,,ACTIVE,2026-08-11T10:42:52Z
FUND_0152,"Heritage Fund I, L.P.","Heritage Fund I, L.P.",MGR_0009,"Heritage Partners, Inc.",Diversified Alternatives,Multi-Strategy,2021,,USD,449924239.620307,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC101,3,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0153,"Jefferson Partners Fund IV, L.P.","Jefferson Partners Fund IV, L.P.",MGR_0087,Jefferson Partners,Diversified Alternatives,Multi-Strategy,2006,,USD,209598379.679707,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC102,6,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0154,"Jefferson Partners Fund IV (PA), L.P.","Jefferson Partners Fund IV (PA), L.P.",MGR_0010,Jefferson Partners Fund IV Management Corp.,Diversified Alternatives,Multi-Strategy,2013,,USD,400420889.691987,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC102,6,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0155,"Jefferson Partners Fund IV, (U.S.), L.P.","Jefferson Partners Fund IV, (U.S.), L.P.",MGR_0087,Jefferson Partners,Diversified Alternatives,Multi-Strategy,2008,,USD,494517852.122519,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC102,6,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0156,"Global Infrastructure Partners II-C, L.P.","Global Infrastructure Partners II-C, L.P.",MGR_0088,Global Infrastructure Partners,Infrastructure,Infrastructure,2012,,USD,552552045.216985,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC462,1,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0157,ANTIN INFRASTRUCTURE PARTNERS II LP,ANTIN INFRASTRUCTURE PARTNERS II LP,MGR_0089,ANTIN INFRASTRUCTURE PARTNERS,Infrastructure,Infrastructure,2015,,USD,208625097.762281,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC463,2,,,ACTIVE,2026-08-11T23:35:41Z
FUND_0173,"Blackstone Real Estate Partners VI, L.P.","Blackstone Real Estate Partners VI, L.P.",,The Blackstone Group L.P.,Real Estate,Diversified Real Estate,2007,,USD,501152177.205321,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Blackstone Real Estate Partners VI, LP / Capital Commitment",,ACTIVE,
FUND_0174,"Blackstone Real Estate Partners VII, L.P.","Blackstone Real Estate Partners VII, L.P.",,Blackstone,Real Estate,Diversified Real Estate,2012,,USD,251135509.823345,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Blackstone Real Estate Partners VII, LP / Capital Commitment",,ACTIVE,
FUND_0201,Fortress Investment Fund IV LP,Fortress Investment Fund IV LP,,Fortress Investment Group LLC,Diversified Alternatives,Multi-Strategy,2006,,USD,451961125.261765,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Fortress Investment Fund IV / Capital Commitment,,ACTIVE,
FUND_0260,A10 USD (Feeder) L.P.,A10 USD (Feeder) L.P.,,Apax Partners LLP,Secondary Investments,Multi-Strategy,2017,,USD,241208129.263368,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / A10 USD (Feeder) L.P. / Cost,,ACTIVE,
FUND_0261,A9 EUR (Feeder) L.P.,A9 EUR (Feeder) L.P.,,Apax Partners LLP,Secondary Investments,Multi-Strategy,2008,,USD,453837754.251850,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / A9 EUR (Feeder) L.P. / Cost,,ACTIVE,
FUND_0262,A9 USD (Feeder) L.P.,A9 USD (Feeder) L.P.,,Apax Partners LLP,Secondary Investments,Multi-Strategy,2020,,USD,384905612.984731,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / A9 USD (Feeder) L.P. / Cost,,ACTIVE,
FUND_0263,Abacus Multi-Family Partners VI LP,Abacus Multi-Family Partners VI LP,,Abacus Capital Group,Diversified Alternatives,Multi-Strategy,2022,,USD,385281948.246443,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Abacus Multi-Family Partners VI LP / Capital Commitment,,ACTIVE,
FUND_0264,"ABRY Partners IX, L.P.","ABRY Partners IX, L.P.",,Abry Partners,Secondary Investments,Multi-Strategy,2013,,USD,205689016.428113,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / ABRY Partners IX, L.P. / Cost",,ACTIVE,
FUND_0265,"ABRY Senior Equity V, L.P.","ABRY Senior Equity V, L.P.",,Abry Partners,Secondary Investments,Multi-Strategy,2003,,USD,164618434.762106,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / ABRY Senior Equity V, L.P. / Cost",,ACTIVE,
FUND_0266,"ABS Capital Partners IX, L.P.","ABS Capital Partners IX, L.P.",,ABS Capital Partners,Primary Investments,Multi-Strategy,2023,,USD,248383029.299249,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / ABS Capital Partners IX, L.P. / Cost",,ACTIVE,
FUND_0267,"ABS Capital Partners VII Offshore, L.P.","ABS Capital Partners VII Offshore, L.P.",,ABS Capital Partners,Secondary Investments,Multi-Strategy,2022,,USD,572515146.863530,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / ABS Capital Partners VII Offshore, L.P. / Cost",,ACTIVE,
FUND_0268,"ABS Capital Partners VII, L.P.","ABS Capital Partners VII, L.P.",,ABS Capital Partners,Secondary Investments,Multi-Strategy,2019,,USD,386422593.864745,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / ABS Capital Partners VII, L.P. / Cost",,ACTIVE,
FUND_0269,"Accel-KKR Capital Partners CV III, LP","Accel-KKR Capital Partners CV III, LP",,Accel-KKR,Secondary Investments,Multi-Strategy,2000,,USD,419220913.676678,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,"Consolidated Schedule of Investments / Accel-KKR Capital Partners CV III, LP / Cost",,ACTIVE,
FUND_0270,Accel-KKR Capital Partners VII LP,Accel-KKR Capital Partners VII LP,,Accel-KKR,Primary Investments,Multi-Strategy,2015,,USD,596227519.115390,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Accel-KKR Capital Partners VII LP / Cost,,ACTIVE,
FUND_0271,Accel-KKR Growth Capital Partners IV LP,Accel-KKR Growth Capital Partners IV LP,,Accel-KKR,Primary Investments,Growth Equity,2022,,USD,389524443.478331,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Accel-KKR Growth Capital Partners IV LP / Cost,,ACTIVE,
FUND_0272,Actis Energy 5 LP,Actis Energy 5 LP,,Actis,Secondary Investments,Natural Resources,2013,,USD,416806290.105246,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Actis Energy 5 LP / Cost,,ACTIVE,
FUND_0273,Advent Global Technology II Limited Partnership,Advent Global Technology II Limited Partnership,,Advent International,Secondary Investments,Multi-Strategy,2001,,USD,344736232.975058,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent Global Technology II Limited Partnership / Cost,,ACTIVE,
FUND_0274,Advent International GPE VI-A Limited Partnership,Advent International GPE VI-A Limited Partnership,,Advent International,Secondary Investments,Multi-Strategy,2008,,USD,236552723.798842,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VI-A Limited Partnership / Cost,,ACTIVE,
FUND_0275,Advent International GPE VII-B Limited Partnership,Advent International GPE VII-B Limited Partnership,,Advent International,Secondary Investments,Multi-Strategy,2019,,USD,218795972.043762,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VII-B Limited Partnership / Cost,,ACTIVE,
FUND_0276,Advent International GPE VIII-B-2 Limited Partnership,Advent International GPE VIII-B-2 Limited Partnership,,Advent International,Secondary Investments,Multi-Strategy,2024,,USD,355090627.227047,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VIII-B-2 Limited Partnership / Cost,,ACTIVE,
FUND_0277,Advent International GPE VIII-C Limited Partnership,Advent International GPE VIII-C Limited Partnership,,Advent International,Secondary Investments,Multi-Strategy,2010,,USD,183207815.163234,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / Advent International GPE VIII-C Limited Partnership / Cost,,ACTIVE,
FUND_0278,AEA EXC CF LP,AEA EXC CF LP,,AEA Investors LP,Secondary Investments,Multi-Strategy,2022,,USD,474437837.224649,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,2,Consolidated Schedule of Investments / AEA EXC CF LP / Cost,,ACTIVE,
FUND_0279,"Aerospace, Transportation and Logistics Fund II LP","Aerospace, Transportation and Logistics Fund II LP",,ATL Partners,Early Secondary Investments,Multi-Strategy,2024,,USD,354632681.510163,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Aerospace, Transportation and Logistics Fund II LP / Cost",,ACTIVE,
FUND_0280,Aetos Capital Asia TE II,Aetos Capital Asia TE II,,Aetos Capital Real Estate,Diversified Alternatives,Multi-Strategy,2005,,USD,423031513.926639,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Aetos Capital Asia TE II / Capital Commitment,,ACTIVE,
FUND_0281,Aetos Capital Asia TE III,Aetos Capital Asia TE III,,Aetos Capital Real Estate,Diversified Alternatives,Multi-Strategy,2008,,USD,274610754.503894,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Aetos Capital Asia TE III / Capital Commitment,,ACTIVE,
FUND_0282,AEW Core Property Trust,AEW Core Property Trust,,"AEW Capital Management, L.P.",Real Estate,Diversified Real Estate,2021,,USD,324155740.669755,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / AEW Core Property Trust / Capital Commitment,,ACTIVE,
