standardized_fund_name,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
"Bain Capital Europe Fund III, L.P.",,,,,Bain Capital,FAMILY Bain Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/15834-43F | Bain Capital Fund XII is a 2017 vintage buyout fund managed by Bain Capital.  [AUTO: identical]
"Bain Capital Europe Fund V, SCSp",,,,,Bain Capital,FAMILY Bain Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/15834-43F | Bain Capital Fund XII is a 2017 vintage buyout fund managed by Bain Capital.  [AUTO: identical]
"Bain Capital Fund VII, L.P.",,,,,Bain Capital,FAMILY Bain Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/15834-43F | Bain Capital Fund XII is a 2017 vintage buyout fund managed by Bain Capital.  [AUTO: identical]
"Bain Capital Fund X, L.P.",,,,,Bain Capital,FAMILY Bain Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/15834-43F | Bain Capital Fund XII is a 2017 vintage buyout fund managed by Bain Capital.  [AUTO: identical]
"Bain Capital Fund XI, L.P.",,,,,Bain Capital,FAMILY Bain Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/15834-43F | Bain Capital Fund XII is a 2017 vintage buyout fund managed by Bain Capital.  [AUTO: identical]
"Bain Capital Fund XII, L.P.",,,,,Bain Capital,FAMILY Bain Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/15834-43F | Bain Capital Fund XII is a 2017 vintage buyout fund managed by Bain Capital.  [AUTO: identical]
"Bain Capital VII Coinvestment Fund, L.P.",,,,,Bain Capital,FAMILY Bain Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/15834-43F | Bain Capital Fund XII is a 2017 vintage buyout fund managed by Bain Capital.  [AUTO: identical]
Barley (No.1) Limited Partnership,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"BC Asia III Private Investors, L.P.",,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
"BC Europe IV Private Investors, L.P.",,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
BC European Capital IX-8 LP,,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
BC European Capital X-10 LP,,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
BC European Capital X-2 LP,,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
BC European Capital X-7 LP,,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
"BC Life Sciences Private Investors, L.P.",,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
BC Partners XI GD - 2 LP,,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
"BC XI Private Investor, L.P.",,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
"BC XII Private Investors, L.P.",,,,,BC Partners,"FAMILY BC Partners: WEB_MANAGER: https://www.bcpartners.com/legal/ | BCEC Management X Limited acts as Manager and General Partner to the BC European Capital X Fund, and BC Partners LLP acts as adviser to CIE Management II Ltd, CIE Management IX Ltd and BCEC Management X Ltd.  [AUTO: identical]"
BCP V-S L.P.,,,,,Blackstone Management Associates V L.L.C.,"WEB_MANAGER: https://aum13f.com/fund/blackstone-capital-partners-v-lp | Blackstone Management Associates V LLC is listed as director/manager of Blackstone Capital Partners V LP, of which BCP V-S L.P. is an alternative investment vehicle."
"Beacon Capital Strategic Partners V, L.P.",Beacon Capital Partners,WEB_MANAGER: https://en.wikipedia.org/wiki/Beacon_Capital_Partners | Beacon Capital Strategic Partners V was a 2007 vintage real estate value-added fund managed by Beacon Capital Partners.,,,Beacon Capital Partners,FAMILY Beacon Capital: WEB_MANAGER: https://en.wikipedia.org/wiki/Beacon_Capital_Partners | Beacon Capital Strategic Partners V was a 2007 vintage real estate value-added fund managed by Beacon Capital Partners.
"Beacon Capital Strategic Partners VI, LP",,,,,Beacon Capital Partners,FAMILY Beacon Capital: WEB_MANAGER: https://en.wikipedia.org/wiki/Beacon_Capital_Partners | Beacon Capital Strategic Partners V was a 2007 vintage real estate value-added fund managed by Beacon Capital Partners.
Bear Stearns High Grade Structured Credit Strategies Fund,,,,,Bear Stearns Asset Management,WEB_MANAGER: https://www.sec.gov/news/press/2008/2008-115.htm | SEC press release describes Ralph Cioffi as senior portfolio manager for the Bear Stearns High-Grade Structured Credit Strategies Fund within Bear Stearns Asset Management.  [AUTO: one-sided]
"Bell Institutional Fund IV, LLC",Bell Partners,"WEB_MANAGER: https://bellpartnersinc.com/2023/bell-partners-closes-1-billion-value-add-fund/ | Bell Partners is a privately held apartment investment and management company; since creating its fund platform in 2006, it has closed nine funds.",,,Bell Partners,"WEB_MANAGER: https://bellpartnersinc.com/2023/bell-partners-closes-1-billion-value-add-fund/ | Bell Partners is a privately held apartment investment and management company; since creating its fund platform in 2006, it has closed nine funds."
"Berkshire Fund VI, Limited Partnership",,,,,Berkshire Partners LLC,FAMILY Berkshire Fund: WEB_MANAGER: https://berkshirepartners.com/berkshire-partners-closes-berkshire-fund-viii/ | Berkshire Partners LLC closed Berkshire Fund VIII with total equity commitments of $4.5 billion.  [AUTO: Berkshire Partners LLC = Berkshire Partners]
"Berkshire Fund VII, L.P.",,,,,Berkshire Partners LLC,FAMILY Berkshire Fund: WEB_MANAGER: https://berkshirepartners.com/berkshire-partners-closes-berkshire-fund-viii/ | Berkshire Partners LLC closed Berkshire Fund VIII with total equity commitments of $4.5 billion.  [AUTO: Berkshire Partners LLC = Berkshire Partners]
"Berkshire Fund VIII (IND), L.P.",,,,,Berkshire Partners LLC,FAMILY Berkshire Fund: WEB_MANAGER: https://berkshirepartners.com/berkshire-partners-closes-berkshire-fund-viii/ | Berkshire Partners LLC closed Berkshire Fund VIII with total equity commitments of $4.5 billion.  [AUTO: Berkshire Partners LLC = Berkshire Partners]
BIF IV Co-Investment,,,,,Brookfield Asset Management Inc.,"WEB_MANAGER: https://bn.brookfield.com/press-releases/brookfield-closes-us20-billion-global-infrastructure-fund | Brookfield Asset Management Inc. announced the closing of its latest flagship global infrastructure fund, Brookfield Infrastructure Fund IV (BIF IV), with total equity commitments of $20 billion.  [AUTO: Brookfield = Brookfield Asset Management Inc.]"
BioScience Facilities Fund,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
Blackstone Capital Partners V L.P.,,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
"Blackstone Capital Partners VII, L.P.",,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
"Blackstone Capital Partners VIII (Lux), SCSp",,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
Blackstone Energy Partners III,,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
Blackstone Energy Partners IV,,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
Blackstone Mileway Logistics L.P.,,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
"Blackstone Property Partners Europe, L.P.",,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
Blackstone Property Partners Life Sciences L.P.,,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
Blackstone RE Partners X LP,,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
"Blackstone Real Estate Debt Strategies II, L.P.",Blackstone,"WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C.",,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
"Blackstone Real Estate Partners Europe III, L.P.",Blackstone,"WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C.",,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
Blackstone Real Estate Partners IX,,,,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
"Blackstone Real Estate Partners V, L.P.",Blackstone,"WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C.",,,Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
"Blackstone Real Estate Partners VI, L.P.",Blackstone,"WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C.",Blackstone Real Estate Advisors L.P.,"WEB_MANAGER: https://privatefunddata.com/private-funds/blackstone-real-estate-partners-vi-lp | Form ADV listing: Blackstone Real Estate Partners VI L.P. is managed by Blackstone Real Estate Advisors L.P.""Blackstone Real Estate Advisors L.P.""",The Blackstone Group L.P.,WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-real-estate-partners-vi-closes-with-10-9-billion-raised | The Blackstone Group L.P. announced today the closing of Blackstone Real Estate Partners VI (BREP VI).
"Blackstone Real Estate Partners VII, L.P.",Blackstone,"WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C.",Blackstone Real Estate Advisors L.P.,"WEB_MANAGER: https://privatefunddata.com/private-funds/blackstone-real-estate-partners-vii-lp | Form ADV listing: Blackstone Real Estate Partners VII L.P. is managed by Blackstone Real Estate Advisors L.P.""Blackstone Real Estate Advisors L.P.""",Blackstone,"FAMILY Blackstone: WEB_MANAGER: https://www.blackstone.com/news/press/blackstone-strategic-partners-closes-eighth-real-estate-secondaries-fund-at-2-6-billion/ | Blackstone's partnerships are managed and operated by their general partner, Blackstone Group Management L.L.C."
