fund_name_raw,standardized_fund_name,fund_family,fund_id,decision_status,seen_in_agents,source_files,a_count,b_count,merge_note
"New Mountain SRC Rollover Fund, L.P.","New Mountain SRC Rollover Fund, L.P.",New Mountain,FUND_0763,decided,06-statements-and-economics,SRC407,2,0,distinct rollover vehicle from the numbered partnerships
"NewView Capital Fund I, L.P.","NewView Capital Fund I, L.P.",,FUND_0764,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
NEXT COAST VENTURES III LP,NEXT COAST VENTURES III LP,,FUND_0765,decided,03-institutional-report,SRC356,1,0,sole printed variant; case preserved as printed
NGP Agribusiness Follow-on Program,NGP Agribusiness Follow-on Program,NGP,FUND_0766,decided,02-performance,SRC060,6,0,distinct programme from the numbered NGP funds
NGP Natural Resources X,NGP Natural Resources X,NGP,FUND_0767,decided,02-performance,SRC060,6,0,distinct series vintage
NGP Natural Resources XI,NGP Natural Resources XI,NGP,FUND_0768,decided,02-performance,SRC060,6,0,distinct series vintage
NGP Natural Resources XII,NGP Natural Resources XII,NGP,FUND_0769,decided,02-performance,SRC060,6,0,distinct series vintage
NGP Royalty Partners,NGP Royalty Partners,NGP,FUND_0770,decided,02-performance,SRC060,5,0,distinct first royalty vehicle; not the side car and not Fund II
NGP Royalty Partners Co-Investment Side Car,NGP Royalty Partners Co-Investment Side Car,NGP,FUND_0771,decided,02-performance,SRC060,5,0,distinct side car vehicle alongside NGP Royalty Partners
NGP Royalty Partners Fund II,NGP Royalty Partners Fund II,NGP,FUND_0772,decided,02-performance,SRC060,5,0,distinct series vintage; not the Fund II side car
NGP Royalty Partners II Co-Investment Side Car,NGP Royalty Partners II Co-Investment Side Car,NGP,FUND_0773,decided,02-performance,SRC060,5,0,distinct side car vehicle alongside NGP Royalty Partners Fund II
Njord SCSp,Njord SCSp,,FUND_0774,decided,06-statements-and-economics,SRC407,1,0,sole printed variant; no sibling in range
"North Bridge Growth Equity II, L.P.","North Bridge Growth Equity II, L.P.",,FUND_0775,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
"North Haven Infrastructure Partners II, L.P.","North Haven Infrastructure Partners II, L.P.",,FUND_0776,decided,02-performance,SRC063,4,0,sole printed variant; distinct printed stem from the Morgan Stanley funds
Northern Shipping Fund III,Northern Shipping Fund III,Northern Shipping,FUND_0777,decided,02-performance,SRC060,6,0,distinct series vintage
Northern Shipping Fund IV,Northern Shipping Fund IV,Northern Shipping,FUND_0778,decided,02-performance,SRC060,6,0,distinct series vintage
"Northwest Technology Ventures, L.P.","Northwest Technology Ventures, L.P.",,FUND_0029,decided,A+B,SRC035,1,1,sole printed variant; no sibling in range
"Norwest Mezzanine Partners III, LP","Norwest Mezzanine Partners III, LP",Norwest Mezzanine Partners,FUND_0779,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage
Norwest Mezzanine Partners IV,Norwest Mezzanine Partners IV,Norwest Mezzanine Partners,FUND_0780,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage
"Norwest Mezzanine Partners V-A, LP","Norwest Mezzanine Partners V-A, LP",Norwest Mezzanine Partners,FUND_0781,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage; V-A is its own vehicle
Nuveen U.S. Cities Industrial Fund,Nuveen U.S. Cities Industrial Fund,Nuveen,FUND_0782,decided,02-performance,SRC058,6,0,distinct sector fund from the multifamily fund
Nuveen U.S. Cities Multifamily Fund,Nuveen U.S. Cities Multifamily Fund,Nuveen,FUND_0783,decided,02-performance,SRC058,6,0,distinct sector fund from the industrial fund
O'Connor North American Property Partners II L.P.,O'Connor North American Property Partners II L.P.,O'Connor,FUND_0231,decided,A+B,SRC137,1,1,distinct successor to the unnumbered partnership
"O'Connor North American Property Partners, L.P.","O'Connor North American Property Partners, L.P.",O'Connor,FUND_0232,decided,A+B,SRC137,1,1,distinct unnumbered predecessor of Partners II
"Oak Investment Partners XII, Limited Partnership","Oak Investment Partners XII, Limited Partnership",,FUND_0784,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
"Oaktree Opportunities Fund IX (Cayman), L.P.","Oaktree Opportunities Fund IX (Cayman), L.P.",Oaktree,FUND_0785,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage
Oaktree Opportunities Fund VIII (Cayman) Ltd.,Oaktree Opportunities Fund VIII (Cayman) Ltd.,Oaktree,FUND_0786,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage
"Oaktree Private Investment Fund 2010, L.P.","Oaktree Private Investment Fund 2010, L.P.",Oaktree,FUND_0787,decided,06-statements-and-economics,SRC407,2,0,distinct vehicle from the opportunities series
"Oaktree RE Oppo Fund A, LP","Oaktree RE Oppo Fund A, LP",Oaktree,FUND_0788,decided,02-performance,SRC058,6,0,distinct real estate vehicle from the opportunities series
"OceanSound Partners Fund, LP","OceanSound Partners Fund, LP",OceanSound,FUND_0789,decided,06-statements-and-economics,SRC407,2,0,distinct flagship fund from the SMX rollover vehicle
"OceanSound SMX Rollover AIV, L.P.","OceanSound SMX Rollover AIV, L.P.",OceanSound,FUND_0790,decided,06-statements-and-economics,SRC407,2,0,distinct rollover AIV from the flagship fund
Och-Ziff Real Estate Fund III,Och-Ziff Real Estate Fund III,,FUND_0791,decided,02-performance,SRC058,6,0,sole printed variant; no sibling in range
"Odyssey Investment Partners Fund V, LP","Odyssey Investment Partners Fund V, LP",,FUND_0792,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
"OEP VI Feeder (Cayman), L.P.","OEP VI Feeder (Cayman), L.P.",,FUND_0793,decided,06-statements-and-economics,SRC407,2,0,distinct feeder and distinct series from One Equity Partners VIII; abbreviation is not a printed family stem
Offshore Feeder,Offshore Feeder,Bear Stearns High Grade Structured Credit Strategies Fund,FUND_0794,decided,05-fund-legal-docs,SRC107,1,0,The investment-vehicle table prints Offshore Feeder as a distinct feeder of the named Bear Stearns fund.
"One Equity Partners VIII, L.P.","One Equity Partners VIII, L.P.",,FUND_0795,decided,06-statements-and-economics,SRC407,2,0,distinct series from the OEP VI feeder; abbreviation is not a printed family stem
Onex Partners IV LP,Onex Partners IV LP,,FUND_0796,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
Onshore Feeder,Onshore Feeder,Bear Stearns High Grade Structured Credit Strategies Fund,FUND_0797,decided,05-fund-legal-docs,SRC107,1,0,The investment-vehicle table prints Onshore Feeder as a distinct feeder of the named Bear Stearns fund.
"ORA Residential Investments I,L.P.","ORA Residential Investments I,L.P.",,FUND_0798,decided,02-performance,SRC063,5,0,sole printed variant; spacing kept as printed
Oregon Abacus Multifamily Associates LP,Oregon Abacus Multifamily Associates LP,,FUND_0799,decided,02-performance,SRC058,4,0,distinct vehicle from the Oregon Angel conferences; geographic word is not a family
Oregon Angel Conferences 2011,Oregon Angel Conferences 2011,Oregon Angel Conferences,FUND_0030,decided,A+B,SRC035,1,1,distinct annual vehicle from the 2012 conference
Oregon Angel Conferences 2012,Oregon Angel Conferences 2012,Oregon Angel Conferences,FUND_0031,decided,A+B,SRC035,1,1,distinct annual vehicle from the 2011 conference
Oregon Angel Conferences 2013,Oregon Angel Conferences 2013,,FUND_0032,decided,A+B,SRC035,1,1,distinct vintage
Oregon Angel Conferences 2014,Oregon Angel Conferences 2014,,FUND_0033,decided,A+B,SRC035,1,1,distinct vintage
"Oregon Angel Fund 2008, LLC","Oregon Angel Fund 2008, LLC",Oregon Angel Fund,FUND_0034,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2009, LLC","Oregon Angel Fund 2009, LLC",Oregon Angel Fund,FUND_0035,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2010, LLC","Oregon Angel Fund 2010, LLC",Oregon Angel Fund,FUND_0036,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2011, LLC","Oregon Angel Fund 2011, LLC",Oregon Angel Fund,FUND_0037,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2012, LLC","Oregon Angel Fund 2012, LLC",Oregon Angel Fund,FUND_0038,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2013, LLC","Oregon Angel Fund 2013, LLC",Oregon Angel Fund,FUND_0039,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2014, LLC","Oregon Angel Fund 2014, LLC",Oregon Angel Fund,FUND_0040,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2015, LLC","Oregon Angel Fund 2015, LLC",Oregon Angel Fund,FUND_0041,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2016, LLC","Oregon Angel Fund 2016, LLC",Oregon Angel Fund,FUND_0042,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Angel Fund 2017, LLC","Oregon Angel Fund 2017, LLC",Oregon Angel Fund,FUND_0043,decided,A+B,SRC035,1,1,distinct annual vintage
"Oregon Venture Fund XII, LLC","Oregon Venture Fund XII, LLC",,FUND_0044,decided,A+B,SRC035,1,1,sole printed variant
Orion Mine Finance (Master) Fund I,Orion Mine Finance (Master) Fund I,,FUND_0800,decided,02-performance,SRC060,6,0,sole printed variant
"OVP Venture Partners VII, L.P.","OVP Venture Partners VII, L.P.",,FUND_0045,decided,A+B,SRC035,1,1,sole printed variant
"PA Middle Market Fund, LP","PA Middle Market Fund, LP",,FUND_0801,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Pacific Multifamily Investors, LLC","Pacific Multifamily Investors, LLC",,FUND_0802,decided,02-performance,SRC063,4,0,sole printed variant
Pacific Realty,Pacific Realty,,FUND_0803,decided,02-performance,SRC058,4,0,sole printed variant
Page Mill,Page Mill,,FUND_0804,decided,02-performance,SRC058,5,0,sole printed variant
PAI Mid-Market Fund SCSp,PAI Mid-Market Fund SCSp,PAI,FUND_0805,decided,06-statements-and-economics,SRC407,2,0,distinct
PAI Strategic Partnerships SCSp,PAI Strategic Partnerships SCSp,PAI,FUND_0806,decided,06-statements-and-economics,SRC407,2,0,distinct
"Paladin III (HR), L.P.","Paladin III (HR), L.P.",,FUND_0807,decided,06-statements-and-economics,SRC407,2,0,distinct
"Paladin Realty Latin America Investors III, L.P.","Paladin Realty Latin America Investors III, L.P.",,FUND_0233,decided,A+B,SRC137,1,1,distinct
"Pamlico Capital III Continuation Fund, L.P.","Pamlico Capital III Continuation Fund, L.P.",,FUND_0808,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Parthenon Investors III, L.P.","Parthenon Investors III, L.P.",,FUND_0809,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
PBC AUSTIN 2021 EQUITY I LP,PBC AUSTIN 2021 EQUITY I LP,,FUND_0810,decided,03-institutional-report,SRC356,1,0,sole printed variant
Peabody Global Real Estate Partners,Peabody Global Real Estate Partners,,FUND_0234,decided,A+B,SRC137,1,1,sole printed variant
"Pegasus WSJLL Fund, L.P.","Pegasus WSJLL Fund, L.P.",,FUND_0811,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
PENNYBACKER IV LP,PENNYBACKER IV LP,,FUND_0812,decided,03-institutional-report,SRC356,1,0,sole printed variant
PEP DEVELOPMENT OPPORTUNITIES FUND LP,PEP DEVELOPMENT OPPORTUNITIES FUND LP,,FUND_0813,decided,03-institutional-report,SRC356,1,0,distinct
PEP VIII Antares Co-Investment L.P.,PEP VIII Antares Co-Investment L.P.,,FUND_0814,decided,06-statements-and-economics,SRC407,2,0,distinct
Permira IV Feeder L.P.,Permira IV Feeder L.P.,,FUND_0815,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
"Phoenix Venture Partners II, L.P.","Phoenix Venture Partners II, L.P.",Phoenix Venture Partners,FUND_0046,decided,A+B,SRC035,1,1,distinct series number
"Phoenix Venture Partners III, L.P.","Phoenix Venture Partners III, L.P.",Phoenix Venture Partners,FUND_0047,decided,A+B,SRC035,1,1,distinct series number
"Phoenix Venture Partners, L.P.","Phoenix Venture Partners, L.P.",Phoenix Venture Partners,FUND_0048,decided,A+B,SRC035,1,1,distinct series number
Pioneer Square Ventures Fund II,Pioneer Square Ventures Fund II,,FUND_0049,decided,A+B,SRC035,1,1,sole printed variant
"Pivotal Investments Partners Fund I, L.P.","Pivotal Investments Partners Fund I, L.P.",,FUND_0050,decided,A+B,SRC035,1,1,sole printed variant
Platinum Equity Capital Partners II,Platinum Equity Capital Partners II,,FUND_0816,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
PMI Tactical,PMI Tactical,,FUND_0817,decided,02-performance,SRC063,3,0,sole printed variant
"Portland Seed Fund I, L.P.","Portland Seed Fund I, L.P.",Portland Seed Fund,FUND_0051,decided,A+B,SRC035,1,1,distinct series number
"Portland Seed Fund II, L.P.","Portland Seed Fund II, L.P.",Portland Seed Fund,FUND_0052,decided,A+B,SRC035,1,1,distinct series number
"Portland Seed Fund III - Side Car, L.P.","Portland Seed Fund III - Side Car, L.P.",Portland Seed Fund,FUND_0054,decided,A+B,SRC035,1,1,distinct side car vehicle
"Portland Seed Fund III, L.P.","Portland Seed Fund III, L.P.",Portland Seed Fund,FUND_0053,decided,A+B,SRC035,1,1,distinct from the III side car
PreSeed Fund,PreSeed Fund,,FUND_0134,decided,B,SRC039,0,1,sole printed variant
Presima Global REIT,Presima Global REIT,,FUND_0818,decided,02-performance,SRC058,3,0,sole printed variant
"PRIMA Mortgage Investment Trust, LLC","PRIMA Mortgage Investment Trust, LLC",,FUND_0819,decided,04-quarterly-report,SRC457,16,0,distinct
Prime Property Fund LLC,Prime Property Fund LLC,,FUND_0235,decided,A+B,SRC137,1,1,distinct
"Primus Capital Fund VI, L.P.","Primus Capital Fund VI, L.P.",,FUND_0098,decided,A+B,SRC036,1,1,sole printed variant
PRISA,PRISA,,FUND_0236,decided,A+B,SRC137,1,1,sole printed variant
"PRO SPV, LP","PRO SPV, LP",,FUND_0820,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
Prologis Global Industrial Ventures,Prologis Global Industrial Ventures,Prologis,FUND_0821,decided,02-performance,SRC058,6,0,distinct
"ProLogis North American Industrial Fund, L.P.","ProLogis North American Industrial Fund, L.P.",Prologis,FUND_0237,decided,A+B,SRC137,1,1,distinct
"Prologis Targeted Europe Logistics Fund, FCP-FIS","Prologis Targeted Europe Logistics Fund, FCP-FIS",Prologis,FUND_0822,decided,04-quarterly-report,SRC457,2,0,distinct from the US fund
Prologis Targeted US Logistic Fund,Prologis Targeted US Logistics Fund,Prologis,FUND_0824,decided,02-performance,SRC058,6,0,merged: singular misprint of the same fund
Prologis Targeted US Logistics Fund,Prologis Targeted US Logistics Fund,Prologis,FUND_0824,decided,04-quarterly-report,SRC457,2,0,merged: fuller printed spelling kept as standard
Providence Equity Partners (Unity) S.C.SP.,Providence Equity Partners (Unity) S.C.SP.,Providence Equity Partners,FUND_0825,decided,06-statements-and-economics,SRC407,2,0,distinct
Providence Equity Partners IX-A S.C.Sp.,Providence Equity Partners IX-A S.C.Sp.,Providence Equity Partners,FUND_0826,decided,06-statements-and-economics,SRC407,2,0,distinct series number
Providence Equity Partners VI L.P.,Providence Equity Partners VI L.P.,Providence Equity Partners,FUND_0827,decided,06-statements-and-economics,SRC407,2,0,distinct series number
Providence Equity Partners VII L.P.,Providence Equity Partners VII L.P.,Providence Equity Partners,FUND_0828,decided,06-statements-and-economics,SRC407,2,0,distinct from VII-A
Providence Equity Partners VII-A L.P.,Providence Equity Partners VII-A L.P.,Providence Equity Partners,FUND_0829,decided,06-statements-and-economics,SRC407,2,0,distinct parallel vehicle
Providence Equity Partners VIII L.P.,Providence Equity Partners VIII L.P.,Providence Equity Partners,FUND_0830,decided,06-statements-and-economics,SRC407,2,0,distinct series number
Prudential Senior Housing Partners IV,"Prudential Senior Housing Partners IV, L.P.",Prudential Senior Housing,FUND_1041,decided,04-quarterly-report,SRC457,2,0,merged: same fund printed without L.P.
"Prudential Senior Housing Partners IV, L.P.","Prudential Senior Housing Partners IV, L.P.",Prudential Senior Housing,FUND_1041,decided,04-quarterly-report,SRC457,14,0,merged: fullest printed form kept as standard
Prudential Senior Housing V,"Prudential Senior Housing V, L.P.",Prudential Senior Housing,FUND_1042,decided,04-quarterly-report,SRC457,3,0,merged: same fund printed without L.P.
"Prudential Senior Housing V, L.P.","Prudential Senior Housing V, L.P.",Prudential Senior Housing,FUND_1042,decided,04-quarterly-report,SRC457,13,0,merged: fullest printed form; distinct from IV
PSERS Short Term Investment Fund assets,PSERS Short-Term Investment Fund,,FUND_0832,decided,01-financials,SRC152,2,0,merged: trailing prose word on the same fund
PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,FUND_0832,decided,01-financials,SRC152,8,0,merged: printed legal form kept as standard
"PT2-A, L.P.","PT2-A, L.P.",,FUND_0833,decided,06-statements-and-economics,SRC407,2,0,distinct
"PTEV-A, L.P.","PTEV-A, L.P.",,FUND_0834,decided,06-statements-and-economics,SRC407,2,0,distinct
"QCA First Fund III, LLC","QCA First Fund III, LLC",,FUND_0099,decided,A+B,SRC036,1,1,sole printed variant
QL Capital Partners,QL Capital Partners,,FUND_0835,decided,02-performance,SRC060,5,0,distinct
QLCP Co-Investment Fund,QLCP Co-Investment Fund,,FUND_0836,decided,02-performance,SRC060,5,0,distinct co-investment vehicle
Quantum Energy Partners VIII,Quantum Energy Partners VIII,Quantum Energy Partners,FUND_0837,decided,02-performance,SRC060,5,0,distinct from its co-investment fund
Quantum Energy Partners VIII Co-Investment Fund,Quantum Energy Partners VIII Co-Investment Fund,Quantum Energy Partners,FUND_0838,decided,02-performance,SRC060,5,0,distinct co-investment vehicle
"Radius Venture Partners (Ohio) III, QP, L.P.","Radius Venture Partners (Ohio) III, QP, L.P.",,FUND_0100,decided,A+B,SRC036,1,1,sole printed variant
Raith NMERB Core Plus Real Estate Credit SMA,Raith NMERB Core Plus Real Estate Credit SMA,Raith,FUND_0839,decided,04-quarterly-report,SRC457,9,0,distinct separate account
Raith Real Estate Fund I-A LP,"Raith Real Estate Fund I-A, L.P.",Raith,FUND_1043,decided,04-quarterly-report,SRC457,3,0,merged: LP punctuation variant
"Raith Real Estate Fund I-A, L.P.","Raith Real Estate Fund I-A, L.P.",Raith,FUND_1043,decided,04-quarterly-report,SRC457,13,0,merged: fullest printed form kept as standard
"Raith Real Estate Fund II, L.P.","Raith Real Estate Fund II, L.P.",Raith,FUND_0840,decided,04-quarterly-report,SRC457,14,0,distinct series number
RAM Realty Partners III,RAM Realty Partners III,RAM Realty Partners,FUND_0841,decided,04-quarterly-report,SRC457,2,0,distinct series number
RAM Realty Partners IV,"RAM Realty Partners IV, L.P.",RAM Realty Partners,FUND_1044,decided,04-quarterly-report,SRC457,3,0,merged: same fund printed without L.P.
"RAM Realty Partners IV, L.P.","RAM Realty Partners IV, L.P.",RAM Realty Partners,FUND_1044,decided,04-quarterly-report,SRC457,12,0,merged: fullest printed form kept as standard
RAM Realty Partners V,"RAM Realty Partners V, L.P.",RAM Realty Partners,FUND_1045,decided,04-quarterly-report,SRC457,3,0,merged: same fund printed without L.P.
"RAM Realty Partners V, L.P.","RAM Realty Partners V, L.P.",RAM Realty Partners,FUND_1045,decided,04-quarterly-report,SRC457,11,0,merged: fullest printed form; distinct from IV
RAPM NM Secondary Opportunity Fund L.P.,RAPM NM Secondary Opportunity Fund L.P.,RAPM,FUND_0842,decided,04-quarterly-report,SRC457,17,0,distinct
RAPM-NMERB Co-Investment Fund L.P.,RAPM-NMERB Co-Investment Fund L.P.,RAPM,FUND_0843,decided,04-quarterly-report,SRC457,16,0,distinct co-investment vehicle
RC III CKE LLC,RC III CKE LLC,,FUND_0844,decided,06-statements-and-economics,SRC407,2,0,sole printed variant
RCF V Annex Fund L.P.,RCF V Annex Fund L.P.,,FUND_0845,decided,06-statements-and-economics,SRC407,2,0,distinct annex vehicle
"RCG Longview Debt Fund IV, L.P.","RCG Longview Debt Fund IV, L.P.",RCG Longview,FUND_0238,decided,A+B,SRC137,1,1,distinct series number
"RCG Longview Debt Fund V, L.P.","RCG Longview Debt Fund V, L.P.",RCG Longview,FUND_0239,decided,A+B,SRC137,1,1,distinct series number
"RCG Longview Equity Fund, L.P.","RCG Longview Equity Fund, L.P.",RCG Longview,FUND_0240,decided,A+B,SRC137,1,1,distinct strategy
"Realterm European Logistics Fund, L.P.","Realterm European Logistics Fund, L.P.",Realterm,FUND_0847,decided,04-quarterly-report,SRC457,10,0,distinct European vehicle
"Realterm Logistics Fund II, L.P.","Realterm Logistics Fund II, L.P.",Realterm,FUND_1046,decided,04-quarterly-report,SRC457,12,0,merged: fullest printed form kept as standard
"Realterm Logistics Fund II, LP","Realterm Logistics Fund II, L.P.",Realterm,FUND_1046,decided,04-quarterly-report,SRC457,3,0,merged: LP punctuation variant
"Realterm Logistics Fund III, L.P.","Realterm Logistics Fund III, L.P.",Realterm,FUND_1047,decided,04-quarterly-report,SRC457,7,0,merged: fullest printed form; distinct from II
"Realterm Logistics Fund III, LP","Realterm Logistics Fund III, L.P.",Realterm,FUND_1047,decided,04-quarterly-report,SRC457,3,0,merged: LP punctuation variant
"Realterm Logistics Fund, L.P.","Realterm Logistics Fund, L.P.",Realterm,FUND_0848,decided,04-quarterly-report,SRC457,15,0,distinct first fund with no series number
Regency Core,Regency Core,,FUND_0849,decided,02-performance,SRC058,4,0,distinct
Regency II,Regency II,,FUND_0850,decided,02-performance,SRC058,4,0,distinct
Reservoir Resource Partners,Reservoir Resource Partners,,FUND_0851,decided,02-performance,SRC060,6,0,distinct
"Reservoir Venture Partners II, L.P.","Reservoir Venture Partners II, L.P.",,FUND_0101,decided,A+B,SRC036,1,1,distinct
Resource Capital Fund V L.P.,Resource Capital Fund V L.P.,,FUND_0852,decided,06-statements-and-economics,SRC407,2,0,distinct from the RCF V annex fund
Rethink Impact Fund II,Rethink Impact Fund II,,FUND_0055,decided,A+B,SRC035,1,1,sole printed variant
"River Cities Capital Fund IV, L.P.","River Cities Capital Fund IV, L.P.",,FUND_0102,decided,A+B,SRC036,1,1,sole printed variant
"Riverlake Equity Partners I, L.P.","Riverlake Equity Partners I, L.P.",Riverlake Equity Partners,FUND_0056,decided,A+B,SRC035,1,1,distinct series number
"Riverlake Equity Partners II, L.P.","Riverlake Equity Partners II, L.P.",Riverlake Equity Partners,FUND_0057,decided,A+B,SRC035,1,1,distinct series number
"RiverVest Venture Fund II (Ohio), L.P.","RiverVest Venture Fund II (Ohio), L.P.",RiverVest Venture Fund,FUND_0103,decided,A+B,SRC036,1,1,distinct series number
"RiverVest Venture Fund III (Ohio), L.P.","RiverVest Venture Fund III (Ohio), L.P.",RiverVest Venture Fund,FUND_0104,decided,A+B,SRC036,1,1,distinct series number
Roark Capital Partners CF LP,Roark Capital Partners CF LP,Roark Capital Partners,FUND_0853,decided,06-statements-and-economics,SRC407,2,0,distinct from CF RI
Roark Capital Partners CF RI LP,Roark Capital Partners CF RI LP,Roark Capital Partners,FUND_0854,decided,06-statements-and-economics,SRC407,2,0,distinct parallel vehicle
Roark Capital Partners II LP,Roark Capital Partners II LP,Roark Capital Partners,FUND_0855,decided,06-statements-and-economics,SRC407,2,0,distinct from the II sidecar
Roark Capital Partners II Sidecar LP,Roark Capital Partners II Sidecar LP,Roark Capital Partners,FUND_0856,decided,06-statements-and-economics,SRC407,2,0,distinct sidecar vehicle
Roark Capital Partners III LP,Roark Capital Partners III LP,Roark Capital Partners,FUND_0857,decided,06-statements-and-economics,SRC407,2,0,distinct series number
Roark Capital Partners IV LP,Roark Capital Partners IV LP,Roark Capital Partners,FUND_0858,decided,06-statements-and-economics,SRC407,2,0,distinct series number
Roark Capital Partners V (T) LP,Roark Capital Partners V (T) LP,Roark Capital Partners,FUND_0859,decided,06-statements-and-economics,SRC407,2,0,distinct taxable parallel vehicle
Roark Capital Partners V (TE) LP,Roark Capital Partners V (TE) LP,Roark Capital Partners,FUND_0860,decided,06-statements-and-economics,SRC407,2,0,distinct tax-exempt parallel vehicle
Roark Capital Partners VI (TE) LP,Roark Capital Partners VI (TE) LP,Roark Capital Partners,FUND_0861,decided,06-statements-and-economics,SRC407,2,0,distinct series number
"Rockpoint Finance Fund I, LP","Rockpoint Finance Fund I, LP",Rockpoint,FUND_0862,decided,02-performance,SRC058,6,0,distinct strategy
"Rockpoint Growth and Income Fund I, L.P.","Rockpoint Growth and Income Fund I, L.P.",Rockpoint,FUND_0863,decided,02-performance,SRC058,6,0,distinct strategy
"Rockpoint RE Special Fund, L.P.","Rockpoint RE Special Fund, L.P.",Rockpoint,FUND_0864,decided,02-performance,SRC058,6,0,distinct: special fund and not a member of the numbered Real Estate series
"Rockpoint Real Estate Fund I, L.P.","Rockpoint Real Estate Fund I, L.P.",Rockpoint,FUND_0865,decided,02-performance,SRC058,6,0,distinct: Fund I of the Rockpoint Real Estate series
"Rockpoint Real Estate Fund II, L.P.","Rockpoint Real Estate Fund II, L.P.",Rockpoint,FUND_0866,decided,02-performance,SRC058,6,0,distinct: Fund II of the Rockpoint Real Estate series
"Rockpoint Real Estate Fund III, L.P.","Rockpoint Real Estate Fund III, L.P.",Rockpoint,FUND_0867,decided,02-performance,SRC058,6,0,distinct: Fund III of the Rockpoint Real Estate series
"Rockpoint Real Estate Fund IV, L.P.","Rockpoint Real Estate Fund IV, L.P.",Rockpoint,FUND_0868,decided,02-performance;04-quarterly-report,SRC058;SRC457,22,0,distinct: Fund IV of the Rockpoint Real Estate series
"Rockpoint Real Estate Fund V, L.P.","Rockpoint Real Estate Fund V, L.P.",Rockpoint,FUND_0869,decided,04-quarterly-report,SRC457,15,0,distinct: Fund V of the Rockpoint Real Estate series
Rockwood Capital RE Partners VII,Rockwood Capital RE Partners VII,Rockwood Capital,FUND_0870,decided,02-performance,SRC058,6,0,distinct: Rockwood is a different sponsor from Rockpoint
Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,Rockwood Capital,FUND_0871,decided,02-performance,SRC058,6,0,distinct: Fund VIII is a later vehicle than Fund VII
ROX II MED CENTER LP,ROX II MED CENTER LP,,FUND_0872,decided,03-institutional-report,SRC356,1,0,sole printed variant
RREEF America Fund II,RREEF America Fund II,RREEF America,FUND_0873,decided,02-performance,SRC058,6,0,distinct: printed as a fund and not as the REIT II vehicle
"RREEF America REIT II, Inc.","RREEF America REIT II, Inc.",RREEF America,FUND_0241,decided,A+B,SRC137,1,1,distinct: REIT vehicle printed separately from RREEF America Fund II
Rural Pre-Seed Investment Fund,Rural Pre-Seed Investment Fund,,FUND_0150,decided,B,SRC040,0,1,sole printed variant
Sacramento Venture Hines Base,Sacramento Venture Hines Base,Sacramento Venture Hines,FUND_0874,decided,02-performance,SRC063,3,0,distinct: Base and DT are separate vehicles
Sacramento Venture Hines DT,Sacramento Venture Hines DT,Sacramento Venture Hines,FUND_0875,decided,02-performance,SRC063,3,0,distinct: DT is a separate vehicle from Base
SailingStone Global Natural Resources Portfolio,SailingStone Global Natural Resources Portfolio,,FUND_0876,decided,02-performance,SRC060,6,0,sole printed variant
"Samson Brunello 1, L.P.","Samson Brunello 1, L.P.",Samson,FUND_0877,decided,06-statements-and-economics,SRC407,2,0,distinct: Brunello 1 is its own vehicle
"Samson Brunello 2, L.P.","Samson Brunello 2, L.P.",Samson,FUND_0878,decided,06-statements-and-economics,SRC407,2,0,distinct: Brunello 2 is its own vehicle
"Samson Hockey 2, L.P.","Samson Hockey 2, L.P.",Samson,FUND_0879,decided,06-statements-and-economics,SRC407,2,0,distinct: Hockey 2 is its own vehicle
"Samson Shield 1, L.P.","Samson Shield 1, L.P.",Samson,FUND_0880,decided,06-statements-and-economics,SRC407,2,0,distinct: Shield 1 is its own vehicle
