lookup_key,lookup_kind,member_count,member_funds,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
Cascade Angels Fund,family,2,"Cascade Angels Fund 2016, L.P. | Cascade Angels Fund V, LLC",,,,,44North Ventures,"WEB_MANAGER: https://cascadeseedfund.com/cascade-angels-fund-becomes-cascade-seed-fund/ | Cascade Angels Fund rebranded as Cascade Seed Fund in 2019 and is managed by 44North Ventures, led by co-founders Robert Pease and Julie Harrelson."
Cascade Seed Fund,family,2,"Cascade Seed Fund I, LLC | Cascade Seed Fund II",,,,,44North Ventures,"WEB_MANAGER: https://cascadeseedfund.com/cascade-angels-fund-becomes-cascade-seed-fund/ | Cascade Angels Fund rebranded as Cascade Seed Fund in 2019 and is managed by 44North Ventures, led by co-founders Robert Pease and Julie Harrelson."
Centerline,family,2,"Centerline Diversified Risk CMBS Fund, LLC | Centerline High Yield CMBS III - Loan/Stock",,,,,Centerline Capital Group,WEB_MANAGER: https://finance.yahoo.com/news/centerline-capital-group-refinances-multifamily-130201340.html | Centerline Capital Group manages funds that invest in CMBS and re-securitization trusts (CMBS Fund Partnerships).
Cinven,family,2,Sixth Cinven Fund (No. 2) Limited Partnership | Sixth Cinven Fund (No. 4) Limited Partnership,Cinven,WEB_MANAGER: https://privatefunddata.com/private-funds/sixth-cinven-fund-no4-limited-partnership/ | Sixth Cinven Fund (No.4) Limited Partnership is operated by Cinven Capital Management (VI) General Partner Limited.,Cinven,WEB_MANAGER: https://www.cinven.com/news-insights/cinven-raises-e7-billion-for-the-sixth-cinven-fund/ | Cinven raises EUR 7 billion for the Sixth Cinven Fund.,Cinven,WEB_MANAGER: https://privatefunddata.com/private-funds/sixth-cinven-fund-no4-limited-partnership/ | Sixth Cinven Fund (No.4) Limited Partnership is operated by Cinven Capital Management (VI) General Partner Limited.  [AUTO: identical]
Clarion,family,3,Clarion (Non Mandate) | Clarion Columbia Office Properties | Clarion Holding,Clarion Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/15134-59F | Clarion Columbia Office Properties is a real estate core fund managed by Clarion Partners.,Clarion Partners,"WEB_MANAGER: https://pitchbook.com/profiles/fund/15134-59F | Clarion Columbia Office Properties is a real estate core fund managed by Clarion Partners. NOTE: Clarion (Non Mandate) and Clarion Holding read as portfolio line items, not funds.",Clarion Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/15134-59F | Clarion Columbia Office Properties is a real estate core fund managed by Clarion Partners.  [AUTO: identical]
"Clayton, Dubilier & Rice",family,2,"Clayton, Dubilier & Rice Fund IX, L.P. | Clayton, Dubilier & Rice Fund X, L.P.","Clayton, Dubilier & Rice","WEB_MANAGER: https://pitchbook.com/profiles/fund/15713-20F | Clayton, Dubilier & Rice Fund X is a buyout fund managed by Clayton, Dubilier & Rice and completed fundraising in 2017 with $10 billion of investor commitments.","Clayton, Dubilier & Rice","WEB_MANAGER: https://pitchbook.com/profiles/fund/15713-20F | Clayton, Dubilier & Rice Fund X is a buyout fund managed by Clayton, Dubilier & Rice.","Clayton, Dubilier & Rice","WEB_MANAGER: https://pitchbook.com/profiles/fund/15713-20F | Clayton, Dubilier & Rice Fund X is a buyout fund managed by Clayton, Dubilier & Rice and completed fundraising in 2017 with $10 billion of investor commitments.  [AUTO: identical]"
Clearlake,family,5,"Clearlake Capital Partners III, L.P. | Clearlake Capital Partners IV, L.P. | Clearlake Capital Partners VI, L.P. | Clearlake Capital Partners VII (USTE), L.P. | Clearlake Opportunities Partners (P-Offshore), L.P.",Clearlake Capital Group,WEB_MANAGER: https://clearlake.com/news/clearlake-capital-closes-seventh-flagship-private-equity-fund-with-more-than-141-billion-in-commitments/ | Clearlake Capital Group completed fundraising for Clearlake Capital Partners VII with more than $14.1 billion in commitments.,"Clearlake Capital Group, L.P.","WEB_MANAGER: https://clearlake.com/news/clearlake-capital-closes-seventh-flagship-private-equity-fund-with-more-than-141-billion-in-commitments/ | Clearlake Capital Group, L.P. completed fundraising for Clearlake Capital Partners VII with more than $14.1 billion in commitments.","Clearlake Capital Group, L.P.","WEB_MANAGER: https://clearlake.com/news/clearlake-capital-closes-seventh-flagship-private-equity-fund-with-more-than-141-billion-in-commitments/ | Clearlake Capital Group, L.P. completed fundraising for Clearlake Capital Partners VII with more than $14.1 billion in commitments.  [AUTO: Clearlake Capital Group = Clearlake Capital Group, L.P.]"
Conservation Forestry Capital,family,2,"Conservation Forestry Capital Fund II, L.P. | Conservation Forestry Capital Fund IV, L.P.","Conservation Resource Partners, LLC","WEB_MANAGER: https://privatefunddata.com/fund-companies/conservation-resource-partners-llc/ | Conservation Resource Partners, LLC is an SEC-registered investment adviser that manages private funds including Conservation Forestry Capital IV, LP, with Conservation Forestry II, LLC as general partner.",Conservation Resource Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/16393-42F | Conservation Forestry Capital V is a 2018 vintage timber fund managed by Conservation Resource Partners.,"Conservation Resource Partners, LLC","WEB_MANAGER: https://privatefunddata.com/fund-companies/conservation-resource-partners-llc/ | Conservation Resource Partners, LLC is an SEC-registered investment adviser that manages private funds including Conservation Forestry Capital IV, LP, with Conservation Forestry II, LLC as general partner.  [AUTO: Conservation Resource Partners, LLC = Conservation Resource Partners]"
Corsair,family,2,"Corsair IV Financial Services Capital Partners, L.P. | Corsair V Financial Services Capital Partners, L.P.",Corsair Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/15412-33F | Corsair IV Financial Services Capital Partners is a 2010 vintage buyout fund managed by Corsair Capital.,Corsair Capital,WEB_MANAGER: https://www.businesswire.com/news/home/20200226005173/en/Corsair-Capital-Closes-Fifth-Fund-with-Capital-Commitments-of-$1.0-Billion | Corsair Capital Closes Fifth Fund with Capital Commitments of $1.0 Billion.,Corsair Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/15412-33F | Corsair IV Financial Services Capital Partners is a 2010 vintage buyout fund managed by Corsair Capital.  [AUTO: identical]
Crow Holdings,family,4,"Crow Holdings Realty Fund VII, LP | Crow Holdings Realty Partners IX, L.P. | Crow Holdings Realty Partners VI, L.P. | Crow Holdings Realty Partners VII, L.P.",Crow Holdings Capital,WEB_MANAGER: https://irei.com/news/crow-holdings-realty-partners-ix-raises-752m/ | Crow Holdings Realty Partners IX is a value-added fund managed by Crow Holdings Capital.,Crow Holdings Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/16898-86F | Crow Holdings Realty Partners IX is a real estate value added fund managed by Crow Holdings Capital.,Crow Holdings Capital,WEB_MANAGER: https://irei.com/news/crow-holdings-realty-partners-ix-raises-752m/ | Crow Holdings Realty Partners IX is a value-added fund managed by Crow Holdings Capital.  [AUTO: identical]
DCM,family,2,"DCM V, L.P. | DCM VI, L.P.",DCM Ventures,"WEB_MANAGER: https://en.wikipedia.org/wiki/DCM_Ventures | DCM Ventures, formerly Doll Capital Management, is an American venture capital firm headquartered in Menlo Park, California.",DCM Ventures,"WEB_MANAGER: https://en.wikipedia.org/wiki/DCM_Ventures | In 2006, DCM opened its Beijing office and closed its fifth fund at $500 million.",DCM Ventures,"WEB_MANAGER: https://en.wikipedia.org/wiki/DCM_Ventures | DCM Ventures, formerly Doll Capital Management, is an American venture capital firm headquartered in Menlo Park, California.  [AUTO: identical]"
DLJ Real Estate,family,3,"DLJ Real Estate Capital Partners III, L.P. | DLJ Real Estate Capital Partners IV, L.P. | DLJ Real Estate Partners II, L.P.",,,,,DLJ Real Estate Capital Partners,"WEB_MANAGER: https://www.bloomberg.com/news/articles/2010-08-09/credit-suisse-said-to-plan-spinoff-of-dlj-property-funds-unit-to-managers | DLJ Real Estate Capital Partners was established in 1995 as the real estate private equity platform of Donaldson, Lufkin & Jenrette, later acquired by Credit Suisse."
DRA Growth and Income Fund,family,2,"DRA Growth and Income Fund VI, L.P. | DRA Growth and Income Fund VII, L.P.",,,,,DRA Advisors LLC,"WEB_MANAGER: https://www.cbinsights.com/investor/dra-advisors | DRA Advisors LLC is a privately owned, SEC-registered real estate investment adviser managing the DRA Growth and Income Fund series."
DigitalBridge,family,2,"DigitalBridge Partners II, LP | DigitalBridge Strategic Assets Fund, LP",DigitalBridge Investment Management,"WEB_MANAGER: https://www.digitalbridge.com/news/2022-01-19-digitalbridge-surpasses-target-to-close-second-flagship-fund-at-83-billion | DigitalBridge Investment Management, the firms investment management platform, has closed its second flagship fund, DigitalBridge Partners II, LP.",DigitalBridge Investment Management,"WEB_MANAGER: https://ir.digitalbridge.com/news-releases/news-release-details/digitalbridge-surpasses-target-close-second-flagship-fund-83 | DigitalBridge Investment Management, the firm's investment management platform, closed its second flagship fund, DigitalBridge Partners II, LP, with $8.3 billion in commitments.",DigitalBridge Investment Management,"WEB_MANAGER: https://www.digitalbridge.com/news/2022-01-19-digitalbridge-surpasses-target-to-close-second-flagship-fund-at-83-billion | DigitalBridge Investment Management, the firms investment management platform, has closed its second flagship fund, DigitalBridge Partners II, LP.  [AUTO: identical]"
DivcoWest,family,3,"DivcoWest Fund IV REIT, L.P. | DivcoWest Fund V | DivcoWest Real Estate Fund VI",DivcoWest,WEB_MANAGER: https://pitchbook.com/profiles/fund/16842-43F | DivcoWest Fund VI is a real estate value added fund managed by DivcoWest.,DivcoWest,"WEB_MANAGER: https://divcowest.com/divcowest-raises-largest-fund-to-date/ | DivcoWest announced the final closing of DivcoWest Fund VI, the largest fund the firm has raised to date.",DivcoWest,WEB_MANAGER: https://pitchbook.com/profiles/fund/16842-43F | DivcoWest Fund VI is a real estate value added fund managed by DivcoWest.  [AUTO: identical]
Draper Triangle,family,2,"Draper Triangle Ohio Ventures, L.P. | Draper Triangle Ventures Ohio III, L.P.",,,,,Draper Triangle Ventures,"WEB_MANAGER: https://drapertriangle.com/about/ | Draper Triangle Ventures is a venture capital firm based in Pittsburgh, with additional offices in Ohio and Michigan, founded in 1997."
EQT,family,9,EQT Infrastructure Fund V | EQT Infrastructure Fund V Co-Investment | EQT Infrastructure III | EQT Infrastructure IV - USD Fund | EQT INFRASTRUCTURE IV CO-INVESTMENT A SCSP | EQT IX (No.2) EUR SCSp | EQT VII (No.1) Limited Partnership | EQT VIII (No.1) SCSp | EQT VIII (No.2) SCSp,EQT,"WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.",EQT,WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-v | EQT Infrastructure V seeks to continue EQT Value Add Infrastructure's established and proven strategy of investing in strong-performing infrastructure companies.,EQT,"WEB_MANAGER: https://eqtgroup.com/about/current-portfolio/funds/eqt-infrastructure-iv | EQT lists EQT Infrastructure IV among its current funds, and the EQT AB Group comprises entities that act as general partners and fund managers of the EQT funds.  [AUTO: identical]"
Eastern Timberland Opportunities,family,2,"Eastern Timberland Opportunities II, L.P. | Eastern Timberland Opportunities III, L.P.",Timberland Investment Resources,WEB_MANAGER: https://pitchbook.com/profiles/fund/14535-64F | Eastern Timberland Opportunities II is a 2014 vintage timber fund managed by Timberland Investment Resources.,Timberland Investment Resources,WEB_MANAGER: https://pitchbook.com/profiles/fund/14535-64F | Eastern Timberland Opportunities II is a 2014 vintage timber fund managed by Timberland Investment Resources.,Timberland Investment Resources,WEB_MANAGER: https://pitchbook.com/profiles/fund/14535-64F | Eastern Timberland Opportunities II is a 2014 vintage timber fund managed by Timberland Investment Resources.  [AUTO: identical]
Ecosystem Investment Partners,family,3,"Ecosystem Investment Partners II, L.P. | Ecosystem Investment Partners III, L.P. | Ecosystem Investment Partners IV, L.P.",Ecosystem Investment Partners,"WEB_MANAGER: https://ecosystempartners.com/ecosystem-investment-partners-closes-454-5-million-eip-iv/ | Ecosystem Investment Partners announced the final close of Ecosystem Investment Partners IV, L.P. at its hard cap of $454.5 million.",Ecosystem Investment Partners,"WEB_MANAGER: https://ecosystempartners.com/eip-closes-fund-iii-with-capital-commitment-of-303-million/ | Ecosystem Investment Partners III, L.P. closed with $303 million of equity capital commitments.",Ecosystem Investment Partners,"WEB_MANAGER: https://ecosystempartners.com/ecosystem-investment-partners-closes-454-5-million-eip-iv/ | Ecosystem Investment Partners announced the final close of Ecosystem Investment Partners IV, L.P. at its hard cap of $454.5 million.  [AUTO: identical]"
Edison Venture,family,2,"Edison Venture Fund VII, L.P. | Edison Venture Fund VIII, L.P.",,,,,Edison Partners,WEB_MANAGER: https://www.edisonpartners.com/blog/edison-vii-raises-249-million | Edison Venture Fund VII is a 2010 vintage later-stage venture capital fund managed by Edison Partners.
EnCap Flatrock,family,2,EnCap Flatrock Midstream Fund III | EnCap Flatrock Midstream Fund IV,EnCap Flatrock Midstream,"WEB_MANAGER: https://www.efmidstream.com/news/encap-flatrock-midstream-closes-325-billion-fund | EnCap Flatrock Midstream announced the final closing of EnCap Flatrock Midstream Fund IV, L.P. at its $3.25 billion hard cap.",EnCap Flatrock Midstream,"WEB_MANAGER: https://www.efmidstream.com/news/encap-flatrock-midstream-closes-325-billion-fund | EnCap Flatrock Midstream closed its fourth fund, which exceeded its $3 billion target and reached its $3.25 billion hard cap.",EnCap Flatrock Midstream,"WEB_MANAGER: https://www.efmidstream.com/news/encap-flatrock-midstream-closes-325-billion-fund | EnCap Flatrock Midstream announced the final closing of EnCap Flatrock Midstream Fund IV, L.P. at its $3.25 billion hard cap.  [AUTO: identical]"
