entity_level,entity_id,strategy,dimension,supported_fields,required_fields,coverage,supported_field_names,missing_field_names,status,population
fund,FUND_SYNTH_000046,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000046,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000047,buyout,track_record,0,5,0.0,[],"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",UNKNOWN,fixture
fund,FUND_SYNTH_000047,buyout,realization,0,3,0.0,[],"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",UNKNOWN,fixture
fund,FUND_SYNTH_000047,buyout,portfolio,0,5,0.0,[],"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",UNKNOWN,fixture
fund,FUND_SYNTH_000047,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000048,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000048,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000048,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000048,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000049,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000049,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000049,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000049,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000050,growth,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000050,growth,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000050,growth,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000050,growth,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000051,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000051,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000051,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000051,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000052,real_estate,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000052,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000052,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000052,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000053,real_estate,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000053,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000053,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000053,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000054,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000054,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000054,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000054,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000055,infrastructure,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000055,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000055,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000055,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000056,infrastructure,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000056,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000056,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000056,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000057,growth,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000057,growth,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000057,growth,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000057,growth,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000058,venture,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000058,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000058,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000058,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000059,infrastructure,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000059,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000059,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000059,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000060,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000060,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000060,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000060,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000061,secondaries,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000061,secondaries,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000061,secondaries,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000061,secondaries,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000062,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000062,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000062,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000062,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000063,real_estate,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000063,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000063,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000063,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000064,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000064,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000064,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000064,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000065,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000065,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000065,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000065,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000066,infrastructure,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000066,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000066,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000066,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000067,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000067,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000067,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000067,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000068,fund_of_funds,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000068,fund_of_funds,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000068,fund_of_funds,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000068,fund_of_funds,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000069,secondaries,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000069,secondaries,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000069,secondaries,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000069,secondaries,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000070,fund_of_funds,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000070,fund_of_funds,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000070,fund_of_funds,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000070,fund_of_funds,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000071,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000071,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000071,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000071,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000072,secondaries,track_record,0,5,0.0,[],"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",UNKNOWN,fixture
fund,FUND_SYNTH_000072,secondaries,realization,0,3,0.0,[],"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",UNKNOWN,fixture
fund,FUND_SYNTH_000072,secondaries,portfolio,0,5,0.0,[],"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",UNKNOWN,fixture
fund,FUND_SYNTH_000072,secondaries,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000073,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000073,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000073,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000073,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000074,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000074,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000074,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000074,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000075,venture,track_record,0,5,0.0,[],"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",UNKNOWN,fixture
fund,FUND_SYNTH_000075,venture,realization,0,3,0.0,[],"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",UNKNOWN,fixture
fund,FUND_SYNTH_000075,venture,portfolio,0,5,0.0,[],"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",UNKNOWN,fixture
fund,FUND_SYNTH_000075,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000076,real_estate,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000076,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000076,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000076,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000077,real_estate,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000077,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000077,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000077,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000078,infrastructure,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000078,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000078,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000078,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000079,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000079,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000079,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000079,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000080,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000080,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000080,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000080,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000081,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000081,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000081,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000081,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
